Time (ms),Soma Voltage (mV)
319.7499999998461,-70.34184083318357
319.7749999998461,-70.34180985654471
319.7999999998461,-70.3417789124743
319.82499999984606,-70.34174800095346
319.84999999984603,-70.34171712196338
319.874999999846,-70.34168627548522
319.899999999846,-70.34165546150012
319.92499999984597,-70.34162467998927
319.94999999984594,-70.3415939309338
319.9749999998459,-70.34156321431487
319.9999999998459,-70.34153253011367
320.0249999998459,-70.34150187831133
320.04999999984585,-70.34147125888902
320.07499999984583,-70.34144067182788
320.0999999998458,-70.34141011710909
320.1249999998458,-70.3413795947138
320.14999999984576,-70.34134910462316
320.17499999984574,-70.34131864681834
320.1999999998457,-70.34128822128048
320.2249999998457,-70.34125782799073
320.24999999984567,-70.34122746693026
320.27499999984565,-70.34119713808022
320.2999999998456,-70.34116684142175
320.3249999998456,-70.34113657693602
320.3499999998456,-70.34110634460419
320.37499999984556,-70.3410761444074
320.39999999984553,-70.3410459763268
320.4249999998455,-70.34101584034354
320.4499999998455,-70.3409857364388
320.47499999984547,-70.3409556645937
320.49999999984544,-70.34092562478939
320.5249999998454,-70.34089561700705
320.5499999998454,-70.34086564122781
320.5749999998454,-70.34083569743282
320.59999999984535,-70.34080578560324
320.62499999984533,-70.34077590572021
320.6499999998453,-70.34074605776487
320.6749999998453,-70.3407162417184
320.69999999984526,-70.34068645756192
320.72499999984524,-70.34065670527659
320.7499999998452,-70.34062698484355
320.7749999998452,-70.34059729624397
320.79999999984517,-70.34056763945898
320.82499999984515,-70.34053801446973
320.8499999998451,-70.34050842125737
320.8749999998451,-70.34047885980304
320.8999999998451,-70.34044933008789
320.92499999984506,-70.34041983209308
320.94999999984503,-70.34039036579973
320.974999999845,-70.34036093118902
320.999999999845,-70.34033152824207
321.02499999984497,-70.34030215694004
321.04999999984494,-70.34027281726406
321.0749999998449,-70.3402435091953
321.0999999998449,-70.34021423271489
321.1249999998449,-70.34018498780397
321.14999999984485,-70.34015577444369
321.17499999984483,-70.3401265926152
321.1999999998448,-70.34009744229965
321.2249999998448,-70.34006832347816
321.24999999984476,-70.3400392361319
321.27499999984474,-70.340010180242
321.2999999998447,-70.33998115578962
321.3249999998447,-70.33995216275589
321.34999999984467,-70.33992320112196
321.37499999984465,-70.33989427086897
321.3999999998446,-70.33986537197806
321.4249999998446,-70.33983650443038
321.4499999998446,-70.33980766820707
321.47499999984456,-70.33977886328928
321.49999999984453,-70.33975008965815
321.5249999998445,-70.33972134729483
321.5499999998445,-70.33969263618046
321.57499999984447,-70.33966395629618
321.59999999984444,-70.33963530762313
321.6249999998444,-70.33960669014245
321.6499999998444,-70.3395781038353
321.6749999998444,-70.3395495486828
321.69999999984435,-70.33952102466611
321.72499999984433,-70.33949253176638
321.7499999998443,-70.33946406996473
321.7749999998443,-70.33943563924232
321.79999999984426,-70.3394072395803
321.82499999984424,-70.33937887095979
321.8499999998442,-70.33935053336195
321.8749999998442,-70.33932222676792
321.89999999984417,-70.33929395115884
321.92499999984415,-70.33926570651585
321.9499999998441,-70.3392374928201
321.9749999998441,-70.33920931005274
321.9999999998441,-70.3391811581949
322.02499999984406,-70.33915303722773
322.04999999984403,-70.33912494713238
322.074999999844,-70.33909688788997
322.099999999844,-70.33906885948166
322.12499999984396,-70.33904086188859
322.14999999984394,-70.33901289509191
322.1749999998439,-70.33898495907276
322.1999999998439,-70.3389570538123
322.2249999998439,-70.33892917929164
322.24999999984385,-70.33890133549194
322.2749999998438,-70.33887352239435
322.2999999998438,-70.33884573998002
322.3249999998438,-70.33881798823008
322.34999999984376,-70.33879026712567
322.37499999984374,-70.33876257664795
322.3999999998437,-70.33873491677807
322.4249999998437,-70.33870728749716
322.44999999984367,-70.33867968878637
322.47499999984365,-70.33865212062685
322.4999999998436,-70.33862458299973
322.5249999998436,-70.33859707588617
322.5499999998436,-70.33856959926732
322.57499999984356,-70.33854215312431
322.59999999984353,-70.33851473743829
322.6249999998435,-70.33848735219041
322.6499999998435,-70.33845999736182
322.67499999984346,-70.33843267293368
322.69999999984344,-70.33840537888712
322.7249999998434,-70.33837811520328
322.7499999998434,-70.33835088186332
322.7749999998434,-70.33832367884838
322.79999999984335,-70.33829650613963
322.8249999998433,-70.33826936371818
322.8499999998433,-70.33824225156522
322.8749999998433,-70.33821516966186
322.89999999984326,-70.33818811798929
322.92499999984324,-70.33816109652862
322.9499999998432,-70.33813410526102
322.9749999998432,-70.33810714416764
322.99999999984317,-70.33808021322963
323.02499999984315,-70.33805331242813
323.0499999998431,-70.3380264417443
323.0749999998431,-70.3379996011593
323.0999999998431,-70.33797279065426
323.12499999984306,-70.33794601021035
323.14999999984303,-70.3379192598087
323.174999999843,-70.33789253943048
323.199999999843,-70.33786584905685
323.22499999984296,-70.33783918866895
323.24999999984294,-70.33781255824793
323.2749999998429,-70.33778595777495
323.2999999998429,-70.33775938723117
323.3249999998429,-70.33773284659773
323.34999999984285,-70.3377063358558
323.3749999998428,-70.33767985498652
323.3999999998428,-70.33765340397106
323.4249999998428,-70.33762698279057
323.44999999984276,-70.3376005914262
323.47499999984274,-70.33757422985911
323.4999999998427,-70.33754789807047
323.5249999998427,-70.33752159604143
323.54999999984267,-70.33749532375313
323.57499999984265,-70.33746908118675
323.5999999998426,-70.33744286832345
323.6249999998426,-70.33741668514438
323.6499999998426,-70.3373905316307
323.67499999984256,-70.33736440776357
323.69999999984253,-70.33733831352416
323.7249999998425,-70.33731224889361
323.7499999998425,-70.3372862138531
323.77499999984246,-70.3372602083838
323.79999999984244,-70.33723423246686
323.8249999998424,-70.33720828608344
323.8499999998424,-70.3371823692147
323.8749999998424,-70.33715648184182
323.89999999984235,-70.33713062394594
323.9249999998423,-70.33710479550824
323.9499999998423,-70.33707899650989
323.9749999998423,-70.33705322693206
323.99999999984226,-70.3370274867559
324.02499999984224,-70.33700177596259
324.0499999998422,-70.33697609453328
324.0749999998422,-70.33695044244917
324.09999999984217,-70.3369248196914
324.12499999984215,-70.33689922624116
324.1499999998421,-70.3368736620796
324.1749999998421,-70.33684812718789
324.1999999998421,-70.33682262154721
324.22499999984205,-70.33679714513873
324.24999999984203,-70.33677169794363
324.274999999842,-70.33674627994307
324.299999999842,-70.33672089111823
324.32499999984196,-70.33669553145029
324.34999999984194,-70.33667020092041
324.3749999998419,-70.33664489950978
324.3999999998419,-70.33661962719957
324.4249999998419,-70.33659438397095
324.44999999984185,-70.3365691698051
324.4749999998418,-70.3365439846832
324.4999999998418,-70.33651882858643
324.5249999998418,-70.33649370149597
324.54999999984176,-70.33646860339299
324.57499999984174,-70.33644353425868
324.5999999998417,-70.33641849407421
324.6249999998417,-70.33639348282077
324.64999999984167,-70.33636850047954
324.67499999984165,-70.3363435470317
324.6999999998416,-70.33631862245845
324.7249999998416,-70.33629372674096
324.7499999998416,-70.33626885986041
324.77499999984155,-70.336244021798
324.79999999984153,-70.3362192125349
324.8249999998415,-70.33619443205231
324.8499999998415,-70.33616968033141
324.87499999984146,-70.3361449573534
324.89999999984144,-70.33612026309946
324.9249999998414,-70.33609559755078
324.9499999998414,-70.33607096068855
324.9749999998414,-70.33604635249395
324.99999999984135,-70.3360217729482
325.0249999998413,-70.33599722203247
325.0499999998413,-70.33597269972798
325.0749999998413,-70.33594820601589
325.09999999984126,-70.33592374087742
325.12499999984124,-70.33589930429376
325.1499999998412,-70.3358748962461
325.1749999998412,-70.33585051671564
325.19999999984117,-70.33582616568359
325.22499999984115,-70.33580184313114
325.2499999998411,-70.33577754903949
325.2749999998411,-70.33575328338985
325.2999999998411,-70.33572904616341
325.32499999984105,-70.33570483734137
325.34999999984103,-70.33568065690494
325.374999999841,-70.33565650483533
325.399999999841,-70.33563238111373
325.42499999984096,-70.33560828572136
325.44999999984094,-70.33558421863943
325.4749999998409,-70.33556017984913
325.4999999998409,-70.33553616933168
325.5249999998409,-70.33551218706829
325.54999999984085,-70.33548823304017
325.5749999998408,-70.33546430722852
325.5999999998408,-70.33544040961458
325.6249999998408,-70.33541654017954
325.64999999984076,-70.33539269890461
325.67499999984074,-70.33536888577102
325.6999999998407,-70.33534510075998
325.7249999998407,-70.3353213438527
325.74999999984067,-70.3352976150304
325.77499999984065,-70.33527391427431
325.7999999998406,-70.33525024156565
325.8249999998406,-70.33522659688562
325.8499999998406,-70.33520298021546
325.87499999984055,-70.33517939153639
325.89999999984053,-70.33515583082962
325.9249999998405,-70.33513229807639
325.9499999998405,-70.33510879325792
325.97499999984046,-70.33508531635543
325.99999999984044,-70.33506186735015
326.0249999998404,-70.33503844622331
326.0499999998404,-70.33501505295614
326.0749999998404,-70.33499168752988
326.09999999984035,-70.33496834992575
326.1249999998403,-70.33494504012498
326.1499999998403,-70.3349217581088
326.1749999998403,-70.33489850385847
326.19999999984026,-70.3348752773552
326.22499999984024,-70.33485207858021
326.2499999998402,-70.33482890751478
326.2749999998402,-70.33480576414011
326.29999999984017,-70.33478264843747
326.32499999984014,-70.3347595603881
326.3499999998401,-70.33473649997322
326.3749999998401,-70.33471346717408
326.3999999998401,-70.33469046197193
326.42499999984005,-70.33466748434802
326.44999999984003,-70.33464453428358
326.47499999984,-70.33462161175987
326.49999999984,-70.33459871675812
326.52499999983996,-70.33457584925961
326.54999999983994,-70.33455300924555
326.5749999998399,-70.33453019669723
326.5999999998399,-70.33450741159588
